card_front,page,card_back,num_batches,index,batch_index,batch_size,button,timestamp
"static/50/rc_vocab_50_64.png","Practice","static/50/rc_vocab_50_65.png",7,1,0,5,"Next Card",1535593254
"static/50/rc_vocab_50_0.png","Practice","static/50/rc_vocab_50_1.png",7,2,0,5,"Next Card",1535593254
"static/50/rc_vocab_50_26.png","Practice","static/50/rc_vocab_50_27.png",7,3,0,5,"Next Card",1535593254
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",7,0,1,5,"Next Batch",1535593258
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",7,0,1,5,"Main Menu",1535593271
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",1,1,0,34,"Next Card",1535834349
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",1,0,0,34,"Previous Card",1535834353
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",1,0,0,34,"Flip",1535834355
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",1,1,0,34,"Next Card",1535834358
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",1,1,0,34,"Flip",1535834450
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",1,1,0,34,"Main Menu",1535834455
"static/50/rc_vocab_50_62.png","Practice","static/50/rc_vocab_50_63.png",1,0,0,34,"Flip",1535834464
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",1,1,0,34,"Next Card",1535834472
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",1,1,0,34,"Flip",1535834479
"static/50/rc_vocab_50_64.png","Practice","static/50/rc_vocab_50_65.png",1,2,0,34,"Next Card",1535834481
"static/50/rc_vocab_50_64.png","Practice","static/50/rc_vocab_50_65.png",1,2,0,34,"Flip",1535834485
"static/50/rc_vocab_50_26.png","Practice","static/50/rc_vocab_50_27.png",1,3,0,34,"Next Card",1535834487
"static/50/rc_vocab_50_26.png","Practice","static/50/rc_vocab_50_27.png",1,3,0,34,"Flip",1535834493
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",1,4,0,34,"Next Card",1535834497
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",1,4,0,34,"Flip",1535834502
"static/50/rc_vocab_50_16.png","Practice","static/50/rc_vocab_50_17.png",1,5,0,34,"Next Card",1535834504
"static/50/rc_vocab_50_16.png","Practice","static/50/rc_vocab_50_17.png",1,5,0,34,"Flip",1535834509
"static/50/rc_vocab_50_44.png","Practice","static/50/rc_vocab_50_45.png",1,6,0,34,"Next Card",1535834515
"static/50/rc_vocab_50_44.png","Practice","static/50/rc_vocab_50_45.png",1,6,0,34,"Flip",1535834523
"static/50/rc_vocab_50_30.png","Practice","static/50/rc_vocab_50_31.png",1,7,0,34,"Next Card",1535834526
"static/50/rc_vocab_50_30.png","Practice","static/50/rc_vocab_50_31.png",1,7,0,34,"Flip",1535834531
"static/50/rc_vocab_50_34.png","Practice","static/50/rc_vocab_50_35.png",1,8,0,34,"Next Card",1535834533
"static/50/rc_vocab_50_34.png","Practice","static/50/rc_vocab_50_35.png",1,8,0,34,"Flip",1535834536
"static/50/rc_vocab_50_50.png","Practice","static/50/rc_vocab_50_51.png",1,9,0,34,"Next Card",1535834540
"static/50/rc_vocab_50_50.png","Practice","static/50/rc_vocab_50_51.png",1,9,0,34,"Flip",1535834544
"static/50/rc_vocab_50_28.png","Practice","static/50/rc_vocab_50_29.png",1,10,0,34,"Next Card",1535834548
"static/50/rc_vocab_50_28.png","Practice","static/50/rc_vocab_50_29.png",1,10,0,34,"Flip",1535834552
"static/50/rc_vocab_50_36.png","Practice","static/50/rc_vocab_50_37.png",1,11,0,34,"Next Card",1535834558
"static/50/rc_vocab_50_36.png","Practice","static/50/rc_vocab_50_37.png",1,11,0,34,"Flip",1535834561
"static/50/rc_vocab_50_66.png","Practice","static/50/rc_vocab_50_67.png",1,12,0,34,"Next Card",1535834570
"static/50/rc_vocab_50_66.png","Practice","static/50/rc_vocab_50_67.png",1,12,0,34,"Flip",1535834572
"static/50/rc_vocab_50_60.png","Practice","static/50/rc_vocab_50_61.png",1,13,0,34,"Next Card",1535834577
"static/50/rc_vocab_50_60.png","Practice","static/50/rc_vocab_50_61.png",1,13,0,34,"Flip",1535834580
"static/50/rc_vocab_50_24.png","Practice","static/50/rc_vocab_50_25.png",1,14,0,34,"Next Card",1535834582
"static/50/rc_vocab_50_24.png","Practice","static/50/rc_vocab_50_25.png",1,14,0,34,"Flip",1535834585
"static/50/rc_vocab_50_8.png","Practice","static/50/rc_vocab_50_9.png",1,15,0,34,"Next Card",1535834587
"static/50/rc_vocab_50_8.png","Practice","static/50/rc_vocab_50_9.png",1,15,0,34,"Flip",1535834589
"static/50/rc_vocab_50_38.png","Practice","static/50/rc_vocab_50_39.png",1,16,0,34,"Next Card",1535834591
"static/50/rc_vocab_50_38.png","Practice","static/50/rc_vocab_50_39.png",1,16,0,34,"Flip",1535834596
"static/50/rc_vocab_50_32.png","Practice","static/50/rc_vocab_50_33.png",1,17,0,34,"Next Card",1535834600
"static/50/rc_vocab_50_32.png","Practice","static/50/rc_vocab_50_33.png",1,17,0,34,"Flip",1535834604
"static/50/rc_vocab_50_46.png","Practice","static/50/rc_vocab_50_47.png",1,18,0,34,"Next Card",1535834606
"static/50/rc_vocab_50_46.png","Practice","static/50/rc_vocab_50_47.png",1,18,0,34,"Flip",1535834609
"static/50/rc_vocab_50_40.png","Practice","static/50/rc_vocab_50_41.png",1,19,0,34,"Next Card",1535834610
"static/50/rc_vocab_50_40.png","Practice","static/50/rc_vocab_50_41.png",1,19,0,34,"Flip",1535834613
"static/50/rc_vocab_50_42.png","Practice","static/50/rc_vocab_50_43.png",1,20,0,34,"Next Card",1535834615
"static/50/rc_vocab_50_42.png","Practice","static/50/rc_vocab_50_43.png",1,20,0,34,"Flip",1535834619
"static/50/rc_vocab_50_52.png","Practice","static/50/rc_vocab_50_53.png",1,21,0,34,"Next Card",1535834621
"static/50/rc_vocab_50_52.png","Practice","static/50/rc_vocab_50_53.png",1,21,0,34,"Flip",1535834623
"static/50/rc_vocab_50_48.png","Practice","static/50/rc_vocab_50_49.png",1,22,0,34,"Next Card",1535834625
"static/50/rc_vocab_50_48.png","Practice","static/50/rc_vocab_50_49.png",1,22,0,34,"Flip",1535834628
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",1,23,0,34,"Next Card",1535834631
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",1,24,0,34,"Next Card",1535834634
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",1,23,0,34,"Previous Card",1535834636
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",1,23,0,34,"Flip",1535834637
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",1,24,0,34,"Next Card",1535834639
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",1,24,0,34,"Flip",1535834641
"static/50/rc_vocab_50_54.png","Practice","static/50/rc_vocab_50_55.png",1,25,0,34,"Next Card",1535834647
"static/50/rc_vocab_50_54.png","Practice","static/50/rc_vocab_50_55.png",1,25,0,34,"Flip",1535834649
"static/50/rc_vocab_50_18.png","Practice","static/50/rc_vocab_50_19.png",1,26,0,34,"Next Card",1535834653
"static/50/rc_vocab_50_18.png","Practice","static/50/rc_vocab_50_19.png",1,26,0,34,"Flip",1535834655
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",1,27,0,34,"Next Card",1535834656
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",1,27,0,34,"Flip",1535834659
"static/50/rc_vocab_50_12.png","Practice","static/50/rc_vocab_50_13.png",1,28,0,34,"Next Card",1535834665
"static/50/rc_vocab_50_12.png","Practice","static/50/rc_vocab_50_13.png",1,28,0,34,"Flip",1535834668
"static/50/rc_vocab_50_56.png","Practice","static/50/rc_vocab_50_57.png",1,29,0,34,"Next Card",1535834673
"static/50/rc_vocab_50_56.png","Practice","static/50/rc_vocab_50_57.png",1,29,0,34,"Flip",1535834675
"static/50/rc_vocab_50_22.png","Practice","static/50/rc_vocab_50_23.png",1,30,0,34,"Next Card",1535834676
"static/50/rc_vocab_50_22.png","Practice","static/50/rc_vocab_50_23.png",1,30,0,34,"Flip",1535834680
"static/50/rc_vocab_50_2.png","Practice","static/50/rc_vocab_50_3.png",1,31,0,34,"Next Card",1535834684
"static/50/rc_vocab_50_2.png","Practice","static/50/rc_vocab_50_3.png",1,31,0,34,"Flip",1535834689
"static/50/rc_vocab_50_2.png","Practice","static/50/rc_vocab_50_3.png",1,31,0,34,"Flip",1535834693
"static/50/rc_vocab_50_58.png","Practice","static/50/rc_vocab_50_59.png",1,32,0,34,"Next Card",1535834697
"static/50/rc_vocab_50_58.png","Practice","static/50/rc_vocab_50_59.png",1,32,0,34,"Flip",1535834698
"static/50/rc_vocab_50_0.png","Practice","static/50/rc_vocab_50_1.png",1,33,0,34,"Next Card",1535834700
"static/50/rc_vocab_50_0.png","Practice","static/50/rc_vocab_50_1.png",1,33,0,34,"Flip",1535834702
"static/50/rc_vocab_50_32.png","Practice","static/50/rc_vocab_50_33.png",7,0,0,5,"Flip",1535834716
"static/50/rc_vocab_50_36.png","Practice","static/50/rc_vocab_50_37.png",7,1,0,5,"Next Card",1535834720
"static/50/rc_vocab_50_36.png","Practice","static/50/rc_vocab_50_37.png",7,1,0,5,"Flip",1535834728
"static/50/rc_vocab_50_56.png","Practice","static/50/rc_vocab_50_57.png",7,2,0,5,"Next Card",1535834731
"static/50/rc_vocab_50_56.png","Practice","static/50/rc_vocab_50_57.png",7,2,0,5,"Flip",1535834733
"static/50/rc_vocab_50_54.png","Practice","static/50/rc_vocab_50_55.png",7,3,0,5,"Next Card",1535834734
"static/50/rc_vocab_50_54.png","Practice","static/50/rc_vocab_50_55.png",7,3,0,5,"Flip",1535834736
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",7,4,0,5,"Next Card",1535834738
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",7,4,0,5,"Flip",1535834739
"static/50/rc_vocab_50_34.png","Practice","static/50/rc_vocab_50_35.png",7,0,1,5,"Next Batch",1535834744
"static/50/rc_vocab_50_34.png","Practice","static/50/rc_vocab_50_35.png",7,0,1,5,"Flip",1535834749
"static/50/rc_vocab_50_38.png","Practice","static/50/rc_vocab_50_39.png",7,1,1,5,"Next Card",1535834752
"static/50/rc_vocab_50_38.png","Practice","static/50/rc_vocab_50_39.png",7,1,1,5,"Flip",1535834758
"static/50/rc_vocab_50_64.png","Practice","static/50/rc_vocab_50_65.png",7,2,1,5,"Next Card",1535834761
"static/50/rc_vocab_50_64.png","Practice","static/50/rc_vocab_50_65.png",7,2,1,5,"Flip",1535834785
"static/50/rc_vocab_50_2.png","Practice","static/50/rc_vocab_50_3.png",7,3,1,5,"Next Card",1535834789
"static/50/rc_vocab_50_2.png","Practice","static/50/rc_vocab_50_3.png",7,3,1,5,"Flip",1535834814
"static/50/rc_vocab_50_16.png","Practice","static/50/rc_vocab_50_17.png",7,4,1,5,"Next Card",1535834818
"static/50/rc_vocab_50_16.png","Practice","static/50/rc_vocab_50_17.png",7,4,1,5,"Flip",1535834823
"static/50/rc_vocab_50_58.png","Practice","static/50/rc_vocab_50_59.png",7,0,2,5,"Next Batch",1535834828
"static/50/rc_vocab_50_58.png","Practice","static/50/rc_vocab_50_59.png",7,0,2,5,"Flip",1535834831
"static/50/rc_vocab_50_48.png","Practice","static/50/rc_vocab_50_49.png",7,1,2,5,"Next Card",1535834832
"static/50/rc_vocab_50_48.png","Practice","static/50/rc_vocab_50_49.png",7,1,2,5,"Flip",1535834834
"static/50/rc_vocab_50_8.png","Practice","static/50/rc_vocab_50_9.png",7,2,2,5,"Next Card",1535834835
"static/50/rc_vocab_50_8.png","Practice","static/50/rc_vocab_50_9.png",7,2,2,5,"Flip",1535834838
"static/50/rc_vocab_50_50.png","Practice","static/50/rc_vocab_50_51.png",7,3,2,5,"Next Card",1535834839
"static/50/rc_vocab_50_50.png","Practice","static/50/rc_vocab_50_51.png",7,3,2,5,"Flip",1535834841
"static/50/rc_vocab_50_46.png","Practice","static/50/rc_vocab_50_47.png",7,4,2,5,"Next Card",1535834845
"static/50/rc_vocab_50_46.png","Practice","static/50/rc_vocab_50_47.png",7,4,2,5,"Flip",1535834847
"static/50/rc_vocab_50_62.png","Practice","static/50/rc_vocab_50_63.png",7,0,3,5,"Next Batch",1535834850
"static/50/rc_vocab_50_62.png","Practice","static/50/rc_vocab_50_63.png",7,0,3,5,"Flip",1535834854
"static/50/rc_vocab_50_40.png","Practice","static/50/rc_vocab_50_41.png",7,1,3,5,"Next Card",1535834857
"static/50/rc_vocab_50_40.png","Practice","static/50/rc_vocab_50_41.png",7,1,3,5,"Flip",1535834858
"static/50/rc_vocab_50_22.png","Practice","static/50/rc_vocab_50_23.png",7,2,3,5,"Next Card",1535834860
"static/50/rc_vocab_50_22.png","Practice","static/50/rc_vocab_50_23.png",7,2,3,5,"Flip",1535834865
"static/50/rc_vocab_50_66.png","Practice","static/50/rc_vocab_50_67.png",7,3,3,5,"Next Card",1535834866
"static/50/rc_vocab_50_66.png","Practice","static/50/rc_vocab_50_67.png",7,3,3,5,"Flip",1535834885
"static/50/rc_vocab_50_0.png","Practice","static/50/rc_vocab_50_1.png",7,0,4,5,"Next Batch",1535834887
"static/50/rc_vocab_50_0.png","Practice","static/50/rc_vocab_50_1.png",7,0,4,5,"Flip",1535834894
"static/50/rc_vocab_50_52.png","Practice","static/50/rc_vocab_50_53.png",7,1,4,5,"Next Card",1535834896
"static/50/rc_vocab_50_52.png","Practice","static/50/rc_vocab_50_53.png",7,1,4,5,"Flip",1535834907
"static/50/rc_vocab_50_30.png","Practice","static/50/rc_vocab_50_31.png",7,2,4,5,"Next Card",1535834912
"static/50/rc_vocab_50_30.png","Practice","static/50/rc_vocab_50_31.png",7,2,4,5,"Flip",1535834930
"static/50/rc_vocab_50_30.png","Practice","static/50/rc_vocab_50_31.png",7,2,4,5,"Flip",1535834938
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",7,3,4,5,"Next Card",1535834939
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",7,3,4,5,"Flip",1535834944
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",7,4,4,5,"Next Card",1535834946
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",7,4,4,5,"Flip",1535834956
"static/50/rc_vocab_50_42.png","Practice","static/50/rc_vocab_50_43.png",7,0,5,5,"Next Batch",1535834958
"static/50/rc_vocab_50_42.png","Practice","static/50/rc_vocab_50_43.png",7,0,5,5,"Flip",1535834976
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",7,1,5,5,"Next Card",1535834978
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",7,1,5,5,"Flip",1535834981
"static/50/rc_vocab_50_24.png","Practice","static/50/rc_vocab_50_25.png",7,2,5,5,"Next Card",1535834982
"static/50/rc_vocab_50_24.png","Practice","static/50/rc_vocab_50_25.png",7,2,5,5,"Flip",1535834984
"static/50/rc_vocab_50_44.png","Practice","static/50/rc_vocab_50_45.png",7,3,5,5,"Next Card",1535834986
"static/50/rc_vocab_50_44.png","Practice","static/50/rc_vocab_50_45.png",7,3,5,5,"Flip",1535834994
"static/50/rc_vocab_50_12.png","Practice","static/50/rc_vocab_50_13.png",7,4,5,5,"Next Card",1535834996
"static/50/rc_vocab_50_12.png","Practice","static/50/rc_vocab_50_13.png",7,4,5,5,"Flip",1535834998
"static/50/rc_vocab_50_26.png","Practice","static/50/rc_vocab_50_27.png",7,0,6,5,"Next Batch",1535834999
"static/50/rc_vocab_50_26.png","Practice","static/50/rc_vocab_50_27.png",7,0,6,5,"Flip",1535835006
"static/50/rc_vocab_50_60.png","Practice","static/50/rc_vocab_50_61.png",7,1,6,5,"Next Card",1535835007
"static/50/rc_vocab_50_60.png","Practice","static/50/rc_vocab_50_61.png",7,1,6,5,"Flip",1535835014
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",7,2,6,5,"Next Card",1535835016
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",7,2,6,5,"Flip",1535835027
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",7,2,6,5,"Flip",1535835028
"static/50/rc_vocab_50_18.png","Practice","static/50/rc_vocab_50_19.png",7,3,6,5,"Next Card",1535835031
"static/50/rc_vocab_50_18.png","Practice","static/50/rc_vocab_50_19.png",7,3,6,5,"Flip",1535835032
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",7,0,6,5,"Practice Batch Again",1535835036
"static/50/rc_vocab_50_6.png","Practice","static/50/rc_vocab_50_7.png",7,0,6,5,"Flip",1535835053
"static/50/rc_vocab_50_18.png","Practice","static/50/rc_vocab_50_19.png",7,1,6,5,"Next Card",1535835058
"static/50/rc_vocab_50_18.png","Practice","static/50/rc_vocab_50_19.png",7,1,6,5,"Flip",1535835077
"static/50/rc_vocab_50_32.png","Practice","static/50/rc_vocab_50_33.png",7,0,0,5,"Practice Deck Again",1535835079
"static/50/rc_vocab_50_32.png","Practice","static/50/rc_vocab_50_33.png",7,0,0,5,"Flip",1535835083
"static/50/rc_vocab_50_36.png","Practice","static/50/rc_vocab_50_37.png",7,1,0,5,"Next Card",1535835084
"static/50/rc_vocab_50_36.png","Practice","static/50/rc_vocab_50_37.png",7,1,0,5,"Flip",1535835091
"static/50/rc_vocab_50_56.png","Practice","static/50/rc_vocab_50_57.png",7,2,0,5,"Next Card",1535835094
"static/50/rc_vocab_50_56.png","Practice","static/50/rc_vocab_50_57.png",7,2,0,5,"Flip",1535835096
"static/50/rc_vocab_50_54.png","Practice","static/50/rc_vocab_50_55.png",7,3,0,5,"Next Card",1535835098
"static/50/rc_vocab_50_54.png","Practice","static/50/rc_vocab_50_55.png",7,3,0,5,"Flip",1535835100
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",7,4,0,5,"Next Card",1535835101
"static/50/rc_vocab_50_20.png","Practice","static/50/rc_vocab_50_21.png",7,4,0,5,"Flip",1535835103
"static/50/rc_vocab_50_34.png","Practice","static/50/rc_vocab_50_35.png",7,5,0,5,"Next Card",1535835104
"static/50/rc_vocab_50_34.png","Practice","static/50/rc_vocab_50_35.png",7,5,0,5,"Flip",1535835110
"static/50/rc_vocab_50_38.png","Practice","static/50/rc_vocab_50_39.png",7,6,0,5,"Next Card",1535835112
"static/50/rc_vocab_50_38.png","Practice","static/50/rc_vocab_50_39.png",7,6,0,5,"Flip",1535835115
"static/50/rc_vocab_50_64.png","Practice","static/50/rc_vocab_50_65.png",7,7,0,5,"Next Card",1535835117
"static/50/rc_vocab_50_64.png","Practice","static/50/rc_vocab_50_65.png",7,7,0,5,"Flip",1535835121
"static/50/rc_vocab_50_2.png","Practice","static/50/rc_vocab_50_3.png",7,8,0,5,"Next Card",1535835123
"static/50/rc_vocab_50_2.png","Practice","static/50/rc_vocab_50_3.png",7,8,0,5,"Flip",1535835125
"static/50/rc_vocab_50_16.png","Practice","static/50/rc_vocab_50_17.png",7,9,0,5,"Next Card",1535835127
"static/50/rc_vocab_50_16.png","Practice","static/50/rc_vocab_50_17.png",7,9,0,5,"Flip",1535835130
"static/50/rc_vocab_50_58.png","Practice","static/50/rc_vocab_50_59.png",7,10,0,5,"Next Card",1535835131
"static/50/rc_vocab_50_58.png","Practice","static/50/rc_vocab_50_59.png",7,10,0,5,"Flip",1535835140
"static/50/rc_vocab_50_48.png","Practice","static/50/rc_vocab_50_49.png",7,11,0,5,"Next Card",1535835143
"static/50/rc_vocab_50_48.png","Practice","static/50/rc_vocab_50_49.png",7,11,0,5,"Flip",1535835146
"static/50/rc_vocab_50_8.png","Practice","static/50/rc_vocab_50_9.png",7,12,0,5,"Next Card",1535835147
"static/50/rc_vocab_50_8.png","Practice","static/50/rc_vocab_50_9.png",7,12,0,5,"Flip",1535835150
"static/50/rc_vocab_50_50.png","Practice","static/50/rc_vocab_50_51.png",7,13,0,5,"Next Card",1535835152
"static/50/rc_vocab_50_50.png","Practice","static/50/rc_vocab_50_51.png",7,13,0,5,"Flip",1535835155
"static/50/rc_vocab_50_46.png","Practice","static/50/rc_vocab_50_47.png",7,14,0,5,"Next Card",1535835156
"static/50/rc_vocab_50_46.png","Practice","static/50/rc_vocab_50_47.png",7,14,0,5,"Flip",1535835167
"static/50/rc_vocab_50_62.png","Practice","static/50/rc_vocab_50_63.png",7,15,0,5,"Next Card",1535835168
"static/50/rc_vocab_50_62.png","Practice","static/50/rc_vocab_50_63.png",7,15,0,5,"Flip",1535835172
"static/50/rc_vocab_50_40.png","Practice","static/50/rc_vocab_50_41.png",7,16,0,5,"Next Card",1535835175
"static/50/rc_vocab_50_40.png","Practice","static/50/rc_vocab_50_41.png",7,16,0,5,"Flip",1535835177
"static/50/rc_vocab_50_22.png","Practice","static/50/rc_vocab_50_23.png",7,17,0,5,"Next Card",1535835179
"static/50/rc_vocab_50_22.png","Practice","static/50/rc_vocab_50_23.png",7,17,0,5,"Flip",1535835181
"static/50/rc_vocab_50_66.png","Practice","static/50/rc_vocab_50_67.png",7,18,0,5,"Next Card",1535835182
"static/50/rc_vocab_50_66.png","Practice","static/50/rc_vocab_50_67.png",7,18,0,5,"Flip",1535835183
"static/50/rc_vocab_50_28.png","Practice","static/50/rc_vocab_50_29.png",7,19,0,5,"Next Card",1535835184
"static/50/rc_vocab_50_28.png","Practice","static/50/rc_vocab_50_29.png",7,19,0,5,"Flip",1535835186
"static/50/rc_vocab_50_0.png","Practice","static/50/rc_vocab_50_1.png",7,20,0,5,"Next Card",1535835187
"static/50/rc_vocab_50_0.png","Practice","static/50/rc_vocab_50_1.png",7,20,0,5,"Flip",1535835188
"static/50/rc_vocab_50_52.png","Practice","static/50/rc_vocab_50_53.png",7,21,0,5,"Next Card",1535835192
"static/50/rc_vocab_50_52.png","Practice","static/50/rc_vocab_50_53.png",7,21,0,5,"Flip",1535835197
"static/50/rc_vocab_50_30.png","Practice","static/50/rc_vocab_50_31.png",7,22,0,5,"Next Card",1535835198
"static/50/rc_vocab_50_30.png","Practice","static/50/rc_vocab_50_31.png",7,22,0,5,"Flip",1535835202
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",7,23,0,5,"Next Card",1535835203
"static/50/rc_vocab_50_14.png","Practice","static/50/rc_vocab_50_15.png",7,23,0,5,"Flip",1535835207
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",7,24,0,5,"Next Card",1535835208
"static/50/rc_vocab_50_4.png","Practice","static/50/rc_vocab_50_5.png",7,24,0,5,"Flip",1535835211
"static/50/rc_vocab_50_42.png","Practice","static/50/rc_vocab_50_43.png",7,25,0,5,"Next Card",1535835212
"static/50/rc_vocab_50_42.png","Practice","static/50/rc_vocab_50_43.png",7,25,0,5,"Flip",1535835214
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",7,26,0,5,"Next Card",1535835215
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",7,26,0,5,"Flip",1535835217
"static/50/rc_vocab_50_10.png","Practice","static/50/rc_vocab_50_11.png",7,26,0,5,"Flip",1535835218
"static/50/rc_vocab_50_24.png","Practice","static/50/rc_vocab_50_25.png",7,27,0,5,"Next Card",1535835218
"static/50/rc_vocab_50_24.png","Practice","static/50/rc_vocab_50_25.png",7,27,0,5,"Flip",1535835220
"static/50/rc_vocab_50_44.png","Practice","static/50/rc_vocab_50_45.png",7,28,0,5,"Next Card",1535835221
